smiles,性质分类,性质名,值,单位
CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC,其他性质,drying time,24.0,h
CCOC(=O)OC,热学性质,% crystallinity,0.0,%
CCOC(=O)OC,电导率性质,Arrhenius Ea,1.3585,eV
CCOC(=O)OC,电导率性质,Arrhenius prefactor,196900000000000.0,S/cm
CCOC(=O)OC,分子特性,Comonomer percentage,100.0,%
CCOC(=O)OC,分子特性,Comonomer1 AETA_alpha,0.428571429,
CCOC(=O)OC,分子特性,Comonomer1 AETA_beta,0.821428571,
CCOC(=O)OC,分子特性,Comonomer1 AETA_beta_ns,0.214285714,
CCOC(=O)OC,分子特性,Comonomer1 AETA_beta_ns_d,0.0,
CCOC(=O)OC,分子特性,Comonomer1 AETA_beta_s,0.607142857,
CCOC(=O)OC,分子特性,Comonomer1 AETA_dBeta,-0.392857143,
CCOC(=O)OC,分子特性,Comonomer1 AETA_eta,0.519268548,
CCOC(=O)OC,分子特性,Comonomer1 AETA_eta_B,0.015164736,
CCOC(=O)OC,分子特性,Comonomer1 AETA_eta_BR,0.015164736,
CCOC(=O)OC,分子特性,Comonomer1 AETA_eta_F,0.492006861,
CCOC(=O)OC,分子特性,Comonomer1 AETA_eta_FL,0.215393063,
CCOC(=O)OC,分子特性,Comonomer1 AETA_eta_L,0.257186996,
CCOC(=O)OC,分子特性,Comonomer1 AETA_eta_R,1.011275409,
CCOC(=O)OC,分子特性,Comonomer1 AETA_eta_RL,0.472580059,
CCOC(=O)OC,结构性质,Comonomer1 AMW,6.936489608,
CCOC(=O)OC,分子特性,Comonomer1 ETA_alpha,3.0,
CCOC(=O)OC,分子特性,Comonomer1 ETA_beta,5.75,
CCOC(=O)OC,分子特性,Comonomer1 ETA_beta_ns,1.5,
CCOC(=O)OC,分子特性,Comonomer1 ETA_beta_ns_d,0.0,
CCOC(=O)OC,分子特性,Comonomer1 ETA_beta_s,4.25,
CCOC(=O)OC,分子特性,Comonomer1 ETA_dAlpha_A,0.0,
CCOC(=O)OC,分子特性,Comonomer1 ETA_dAlpha_B,0.071428571,
CCOC(=O)OC,分子特性,Comonomer1 ETA_dBeta,-2.75,
CCOC(=O)OC,分子特性,Comonomer1 ETA_dEpsilon_A,0.21826087,
CCOC(=O)OC,分子特性,Comonomer1 ETA_dEpsilon_B,0.0,
CCOC(=O)OC,分子特性,Comonomer1 ETA_dEpsilon_C,-0.21826087,
CCOC(=O)OC,分子特性,Comonomer1 ETA_dEpsilon_D,0.0,
CCOC(=O)OC,分子特性,Comonomer1 ETA_dPsi_A,0.297333333,
CCOC(=O)OC,分子特性,Comonomer1 ETA_dPsi_B,0.0,
CCOC(=O)OC,分子特性,Comonomer1 ETA_epsilon_1,0.64,
CCOC(=O)OC,分子特性,Comonomer1 ETA_epsilon_2,1.028571429,
CCOC(=O)OC,分子特性,Comonomer1 ETA_epsilon_3,0.42173913,
CCOC(=O)OC,分子特性,Comonomer1 ETA_epsilon_4,0.64,
CCOC(=O)OC,分子特性,Comonomer1 ETA_epsilon_5,1.028571429,
CCOC(=O)OC,分子特性,Comonomer1 ETA_eta,3.634879839,
CCOC(=O)OC,分子特性,Comonomer1 ETA_eta_B,0.10615315,
CCOC(=O)OC,分子特性,Comonomer1 ETA_eta_BR,0.10615315,
CCOC(=O)OC,分子特性,Comonomer1 ETA_eta_F,3.444048027,
CCOC(=O)OC,分子特性,Comonomer1 ETA_eta_FL,1.507751444,
CCOC(=O)OC,分子特性,Comonomer1 ETA_eta_L,1.800308969,
CCOC(=O)OC,分子特性,Comonomer1 ETA_eta_R,7.078927865,
CCOC(=O)OC,分子特性,Comonomer1 ETA_eta_RL,3.308060412,
CCOC(=O)OC,分子特性,Comonomer1 ETA_psi_1,0.416666667,
CCOC(=O)OC,分子特性,Comonomer1 ETA_shape_p,0.444444444,
CCOC(=O)OC,分子特性,Comonomer1 ETA_shape_x,0.0,
CCOC(=O)OC,分子特性,Comonomer1 ETA_shape_y,0.166666667,
CCOC(=O)OC,分子特性,Comonomer1 Kier1,7.0,
CCOC(=O)OC,分子特性,Comonomer1 Kier2,4.166666667,
CCOC(=O)OC,结构性质,Comonomer1 MW,104.0473441,
CCOC(=O)OC,分子特性,Comonomer1 RotRatio,0.166666667,
CCOC(=O)OC,分子特性,Comonomer1 Vabc,101.4746217,
CCOC(=O)OC,分子特性,Comonomer1 apol,14.420344,
CCOC(=O)OC,分子特性,Comonomer1 bpol,12.365656,
CCOC(=O)OC,其他性质,Comonomer1 nAcid,0.0,
CCOC(=O)OC,分子特性,Comonomer1 nAtom,15.0,
CCOC(=O)OC,分子特性,Comonomer1 nB,0.0,
CCOC(=O)OC,分子特性,Comonomer1 nBase,0.0,
CCOC(=O)OC,分子特性,Comonomer1 nBr,0.0,
CCOC(=O)OC,其他性质,Comonomer1 nBridgehead,0.0,
CCOC(=O)OC,分子特性,Comonomer1 nC,4.0,
CCOC(=O)OC,分子特性,Comonomer1 nCl,0.0,
CCOC(=O)OC,分子特性,Comonomer1 nF,0.0,
CCOC(=O)OC,分子特性,Comonomer1 nH,8.0,
CCOC(=O)OC,分子特性,Comonomer1 nHBAcc,3.0,
CCOC(=O)OC,分子特性,Comonomer1 nHBDon,0.0,
CCOC(=O)OC,分子特性,Comonomer1 nHeavyAtom,7.0,
CCOC(=O)OC,分子特性,Comonomer1 nHetero,3.0,
CCOC(=O)OC,分子特性,Comonomer1 nI,0.0,
CCOC(=O)OC,分子特性,Comonomer1 nN,0.0,
CCOC(=O)OC,分子特性,Comonomer1 nO,3.0,
CCOC(=O)OC,分子特性,Comonomer1 nP,0.0,
CCOC(=O)OC,分子特性,Comonomer1 nRot,1.0,
CCOC(=O)OC,分子特性,Comonomer1 nS,0.0,
CCOC(=O)OC,分子特性,Comonomer1 nSpiro,0.0,
CCOC(=O)OC,分子特性,Comonomer1 nX,0.0,
CCOC(=O)OC,分子特性,Comonomer2 AETA_alpha,0.428571429,
CCOC(=O)OC,分子特性,Comonomer2 AETA_beta,0.821428571,
CCOC(=O)OC,分子特性,Comonomer2 AETA_beta_ns,0.214285714,
CCOC(=O)OC,分子特性,Comonomer2 AETA_beta_ns_d,0.0,
CCOC(=O)OC,分子特性,Comonomer2 AETA_beta_s,0.607142857,
CCOC(=O)OC,分子特性,Comonomer2 AETA_dBeta,-0.392857143,
CCOC(=O)OC,分子特性,Comonomer2 AETA_eta,0.519268548,
CCOC(=O)OC,分子特性,Comonomer2 AETA_eta_B,0.015164736,
CCOC(=O)OC,分子特性,Comonomer2 AETA_eta_BR,0.015164736,
CCOC(=O)OC,分子特性,Comonomer2 AETA_eta_F,0.492006861,
CCOC(=O)OC,分子特性,Comonomer2 AETA_eta_FL,0.215393063,
CCOC(=O)OC,分子特性,Comonomer2 AETA_eta_L,0.257186996,
CCOC(=O)OC,分子特性,Comonomer2 AETA_eta_R,1.011275409,
CCOC(=O)OC,分子特性,Comonomer2 AETA_eta_RL,0.472580059,
CCOC(=O)OC,结构性质,Comonomer2 AMW,6.936489608,
CCOC(=O)OC,分子特性,Comonomer2 ETA_alpha,3.0,
CCOC(=O)OC,分子特性,Comonomer2 ETA_beta,5.75,
CCOC(=O)OC,分子特性,Comonomer2 ETA_beta_ns,1.5,
CCOC(=O)OC,分子特性,Comonomer2 ETA_beta_ns_d,0.0,
CCOC(=O)OC,分子特性,Comonomer2 ETA_beta_s,4.25,
CCOC(=O)OC,分子特性,Comonomer2 ETA_dAlpha_A,0.0,
CCOC(=O)OC,分子特性,Comonomer2 ETA_dAlpha_B,0.071428571,
CCOC(=O)OC,分子特性,Comonomer2 ETA_dBeta,-2.75,
CCOC(=O)OC,分子特性,Comonomer2 ETA_dEpsilon_A,0.21826087,
CCOC(=O)OC,分子特性,Comonomer2 ETA_dEpsilon_B,0.0,
CCOC(=O)OC,分子特性,Comonomer2 ETA_dEpsilon_C,-0.21826087,
CCOC(=O)OC,分子特性,Comonomer2 ETA_dEpsilon_D,0.0,
CCOC(=O)OC,分子特性,Comonomer2 ETA_dPsi_A,0.297333333,
CCOC(=O)OC,分子特性,Comonomer2 ETA_dPsi_B,0.0,
CCOC(=O)OC,分子特性,Comonomer2 ETA_epsilon_1,0.64,
CCOC(=O)OC,分子特性,Comonomer2 ETA_epsilon_2,1.028571429,
CCOC(=O)OC,分子特性,Comonomer2 ETA_epsilon_3,0.42173913,
CCOC(=O)OC,分子特性,Comonomer2 ETA_epsilon_4,0.64,
CCOC(=O)OC,分子特性,Comonomer2 ETA_epsilon_5,1.028571429,
CCOC(=O)OC,分子特性,Comonomer2 ETA_eta,3.634879839,
CCOC(=O)OC,分子特性,Comonomer2 ETA_eta_B,0.10615315,
CCOC(=O)OC,分子特性,Comonomer2 ETA_eta_BR,0.10615315,
CCOC(=O)OC,分子特性,Comonomer2 ETA_eta_F,3.444048027,
CCOC(=O)OC,分子特性,Comonomer2 ETA_eta_FL,1.507751444,
CCOC(=O)OC,分子特性,Comonomer2 ETA_eta_L,1.800308969,
CCOC(=O)OC,分子特性,Comonomer2 ETA_eta_R,7.078927865,
CCOC(=O)OC,分子特性,Comonomer2 ETA_eta_RL,3.308060412,
CCOC(=O)OC,分子特性,Comonomer2 ETA_psi_1,0.416666667,
CCOC(=O)OC,分子特性,Comonomer2 ETA_shape_p,0.444444444,
CCOC(=O)OC,分子特性,Comonomer2 ETA_shape_x,0.0,
CCOC(=O)OC,分子特性,Comonomer2 ETA_shape_y,0.166666667,
CCOC(=O)OC,分子特性,Comonomer2 Kier1,7.0,
CCOC(=O)OC,分子特性,Comonomer2 Kier2,4.166666667,
CCOC(=O)OC,结构性质,Comonomer2 MW,104.0473441,
CCOC(=O)OC,分子特性,Comonomer2 RotRatio,0.166666667,
CCOC(=O)OC,分子特性,Comonomer2 Vabc,101.4746217,
CCOC(=O)OC,分子特性,Comonomer2 apol,14.420344,
CCOC(=O)OC,分子特性,Comonomer2 bpol,12.365656,
CCOC(=O)OC,其他性质,Comonomer2 nAcid,0.0,
CCOC(=O)OC,分子特性,Comonomer2 nAtom,15.0,
CCOC(=O)OC,分子特性,Comonomer2 nB,0.0,
CCOC(=O)OC,分子特性,Comonomer2 nBase,0.0,
CCOC(=O)OC,分子特性,Comonomer2 nBr,0.0,
CCOC(=O)OC,其他性质,Comonomer2 nBridgehead,0.0,
CCOC(=O)OC,分子特性,Comonomer2 nC,4.0,
CCOC(=O)OC,分子特性,Comonomer2 nCl,0.0,
CCOC(=O)OC,分子特性,Comonomer2 nF,0.0,
CCOC(=O)OC,分子特性,Comonomer2 nH,8.0,
CCOC(=O)OC,分子特性,Comonomer2 nHBAcc,3.0,
CCOC(=O)OC,分子特性,Comonomer2 nHBDon,0.0,
CCOC(=O)OC,分子特性,Comonomer2 nHeavyAtom,7.0,
CCOC(=O)OC,分子特性,Comonomer2 nHetero,3.0,
CCOC(=O)OC,分子特性,Comonomer2 nI,0.0,
CCOC(=O)OC,分子特性,Comonomer2 nN,0.0,
CCOC(=O)OC,分子特性,Comonomer2 nO,3.0,
CCOC(=O)OC,分子特性,Comonomer2 nP,0.0,
CCOC(=O)OC,分子特性,Comonomer2 nRot,1.0,
CCOC(=O)OC,分子特性,Comonomer2 nS,0.0,
CCOC(=O)OC,分子特性,Comonomer2 nSpiro,0.0,
CCOC(=O)OC,分子特性,Comonomer2 nX,0.0,
CCOC(=O)OC,电导率性质,Conductivity,1.08e-07,S/cm
CCOC(=O)OC,热学性质,Fixed T0,-65.0,°C
CCOC(=O)OC,分子特性,Li:functional group,0.125,
CCOC(=O)OC,分子特性,Li:monomer,0.125,
CCOC(=O)OC,结构性质,PDI,1.36,
CCOC(=O)OC,结构性质,Polymer Mn,368.0,K
CCOC(=O)OC,结构性质,Polymer Mw,500.48,g/mol
CCOC(=O)OC,传输性质,T for transference,60.0,
CCOC(=O)OC,热学性质,Tg,-15.0,
CCOC(=O)OC,热学性质,Tg polymer without salt,-16.0,
CCOC(=O)OC,传输性质,Transference number,0.8,
CCOC(=O)OC,其他性质,VFT Notes,all temps,
CCOC(=O)OC,电导率性质,VFT T0,-103.5,°C
CCOC(=O)OC,电导率性质,VFT activation energy,3308.0,eV
CCOC(=O)OC,电导率性质,VFT activation energy with fixed T0,1858.5,eV
CCOC(=O)OC,电导率性质,VFT prefactor ),17284.5,S/cm
CCOC(=O)OC,电导率性质,VFT prefactor with set T0,31.0,S/cm
CCOC(=O)OC,分子特性,anion AETA_alpha,0.407619048,
CCOC(=O)OC,结构性质,anion AMW,18.66118949,
CCOC(=O)OC,分子特性,anion ETA_alpha,6.114285714,
CCOC(=O)OC,结构性质,anion MW,279.9178424,
CCOC(=O)OC,分子特性,anion RotRatio,0.142857143,
CCOC(=O)OC,分子特性,anion Vabc,161.411271,
CCOC(=O)OC,分子特性,anion apol,16.79,
CCOC(=O)OC,分子特性,anion bpol,21.13,
CCOC(=O)OC,其他性质,anion nAcid,1.0,
CCOC(=O)OC,分子特性,anion nAtom,15.0,
CCOC(=O)OC,分子特性,anion nB,0.0,
CCOC(=O)OC,分子特性,anion nBase,0.0,
CCOC(=O)OC,分子特性,anion nBr,0.0,
CCOC(=O)OC,其他性质,anion nBridgehead,0.0,
CCOC(=O)OC,分子特性,anion nC,2.0,
CCOC(=O)OC,分子特性,anion nCl,0.0,
CCOC(=O)OC,分子特性,anion nF,6.0,
CCOC(=O)OC,分子特性,anion nH,0.0,
CCOC(=O)OC,分子特性,anion nHBAcc,4.0,
CCOC(=O)OC,分子特性,anion nHBDon,0.0,
CCOC(=O)OC,分子特性,anion nHeavyAtom,15.0,
CCOC(=O)OC,分子特性,anion nHetero,13.0,
CCOC(=O)OC,分子特性,anion nI,0.0,
CCOC(=O)OC,分子特性,anion nN,1.0,
CCOC(=O)OC,分子特性,anion nO,4.0,
CCOC(=O)OC,分子特性,anion nP,0.0,
CCOC(=O)OC,分子特性,anion nRot,2.0,
CCOC(=O)OC,分子特性,anion nS,2.0,
CCOC(=O)OC,分子特性,anion nSpiro,0.0,
CCOC(=O)OC,分子特性,anion nX,6.0,
CCOC(=O)OC,其他性质,drying temp,60.0,
CCOC(=O)OC,其他性质,drying time,48.0,h
CN(C)C,电导率性质,Arrhenius Ea,0.72,eV
CN(C)C,电导率性质,Arrhenius prefactor,1400000.0,S/cm
CN(C)C,分子特性,Average functional group per monomer,1.0,
CN(C)C,分子特性,Comonomer percentage,100.0,%
CN(C)C,分子特性,Comonomer1 AETA_alpha,0.475,
CN(C)C,分子特性,Comonomer1 AETA_beta,0.5625,
CN(C)C,分子特性,Comonomer1 AETA_beta_ns,0.0,
CN(C)C,分子特性,Comonomer1 AETA_beta_ns_d,0.0,
CN(C)C,分子特性,Comonomer1 AETA_beta_s,0.5625,
CN(C)C,分子特性,Comonomer1 AETA_dBeta,-0.5625,
CN(C)C,分子特性,Comonomer1 AETA_eta,0.50819889,
CN(C)C,分子特性,Comonomer1 AETA_eta_B,0.045540689,
CN(C)C,分子特性,Comonomer1 AETA_eta_BR,0.045540689,
CN(C)C,分子特性,Comonomer1 AETA_eta_F,0.299813812,
CN(C)C,分子特性,Comonomer1 AETA_eta_FL,0.174813812,
CN(C)C,分子特性,Comonomer1 AETA_eta_L,0.25819889,
CN(C)C,分子特性,Comonomer1 AETA_eta_R,0.808012702,
CN(C)C,分子特性,Comonomer1 AETA_eta_RL,0.433012702,
CN(C)C,结构性质,Comonomer1 AMW,4.54411533,
CN(C)C,分子特性,Comonomer1 ETA_alpha,1.9,
CN(C)C,分子特性,Comonomer1 ETA_beta,2.25,
CN(C)C,分子特性,Comonomer1 ETA_beta_ns,0.0,
CN(C)C,分子特性,Comonomer1 ETA_beta_ns_d,0.0,
CN(C)C,分子特性,Comonomer1 ETA_beta_s,2.25,
CN(C)C,分子特性,Comonomer1 ETA_dAlpha_A,0.0,
CN(C)C,分子特性,Comonomer1 ETA_dAlpha_B,0.025,
CN(C)C,分子特性,Comonomer1 ETA_dBeta,-2.25,
CN(C)C,分子特性,Comonomer1 ETA_dEpsilon_A,0.03956044,
CN(C)C,分子特性,Comonomer1 ETA_dEpsilon_B,0.0,
CN(C)C,分子特性,Comonomer1 ETA_dEpsilon_C,-0.03956044,
CN(C)C,分子特性,Comonomer1 ETA_dEpsilon_D,0.0,
CN(C)C,分子特性,Comonomer1 ETA_dPsi_A,0.12025,
CN(C)C,分子特性,Comonomer1 ETA_dPsi_B,0.0,
CN(C)C,分子特性,Comonomer1 ETA_epsilon_1,0.453846154,
CN(C)C,分子特性,Comonomer1 ETA_epsilon_2,0.8,
CN(C)C,分子特性,Comonomer1 ETA_epsilon_3,0.414285714,
CN(C)C,分子特性,Comonomer1 ETA_epsilon_4,0.453846154,
CN(C)C,分子特性,Comonomer1 ETA_epsilon_5,0.8,
CN(C)C,分子特性,Comonomer1 ETA_eta,2.032795559,
CN(C)C,分子特性,Comonomer1 ETA_eta_B,0.182162755,
CN(C)C,分子特性,Comonomer1 ETA_eta_BR,0.182162755,
CN(C)C,分子特性,Comonomer1 ETA_eta_F,1.199255249,
CN(C)C,分子特性,Comonomer1 ETA_eta_FL,0.699255249,
CN(C)C,分子特性,Comonomer1 ETA_eta_L,1.032795559,
CN(C)C,分子特性,Comonomer1 ETA_eta_R,3.232050808,
CN(C)C,分子特性,Comonomer1 ETA_eta_RL,1.732050808,
CN(C)C,分子特性,Comonomer1 ETA_psi_1,0.59375,
CN(C)C,分子特性,Comonomer1 ETA_shape_p,0.789473684,
CN(C)C,分子特性,Comonomer1 ETA_shape_x,0.0,
CN(C)C,分子特性,Comonomer1 ETA_shape_y,0.210526316,
CN(C)C,分子特性,Comonomer1 Kier1,4.0,
CN(C)C,分子特性,Comonomer1 Kier2,1.333333333,
CN(C)C,结构性质,Comonomer1 MW,59.07349929,
CN(C)C,分子特性,Comonomer1 RotRatio,0.0,
CN(C)C,分子特性,Comonomer1 Vabc,71.44117522,
CN(C)C,分子特性,Comonomer1 apol,12.111137,
CN(C)C,分子特性,Comonomer1 bpol,10.738863,
CN(C)C,其他性质,Comonomer1 nAcid,0.0,
CN(C)C,分子特性,Comonomer1 nAtom,13.0,
CN(C)C,分子特性,Comonomer1 nB,0.0,
CN(C)C,分子特性,Comonomer1 nBase,1.0,
CN(C)C,分子特性,Comonomer1 nBr,0.0,
CN(C)C,其他性质,Comonomer1 nBridgehead,0.0,
CN(C)C,分子特性,Comonomer1 nC,3.0,
CN(C)C,分子特性,Comonomer1 nCl,0.0,
CN(C)C,分子特性,Comonomer1 nF,0.0,
CN(C)C,分子特性,Comonomer1 nH,9.0,
CN(C)C,分子特性,Comonomer1 nHBAcc,1.0,
CN(C)C,分子特性,Comonomer1 nHBDon,0.0,
CN(C)C,分子特性,Comonomer1 nHeavyAtom,4.0,
CN(C)C,分子特性,Comonomer1 nHetero,1.0,
CN(C)C,分子特性,Comonomer1 nI,0.0,
CN(C)C,分子特性,Comonomer1 nN,1.0,
CN(C)C,分子特性,Comonomer1 nO,0.0,
CN(C)C,分子特性,Comonomer1 nP,0.0,
CN(C)C,分子特性,Comonomer1 nRot,0.0,
CN(C)C,分子特性,Comonomer1 nS,0.0,
CN(C)C,分子特性,Comonomer1 nSpiro,0.0,
CN(C)C,分子特性,Comonomer1 nX,0.0,
CN(C)C,分子特性,Comonomer2 AETA_alpha,0.475,
CN(C)C,分子特性,Comonomer2 AETA_beta,0.5625,
CN(C)C,分子特性,Comonomer2 AETA_beta_ns,0.0,
CN(C)C,分子特性,Comonomer2 AETA_beta_ns_d,0.0,
CN(C)C,分子特性,Comonomer2 AETA_beta_s,0.5625,
CN(C)C,分子特性,Comonomer2 AETA_dBeta,-0.5625,
CN(C)C,分子特性,Comonomer2 AETA_eta,0.50819889,
CN(C)C,分子特性,Comonomer2 AETA_eta_B,0.045540689,
CN(C)C,分子特性,Comonomer2 AETA_eta_BR,0.045540689,
CN(C)C,分子特性,Comonomer2 AETA_eta_F,0.299813812,
CN(C)C,分子特性,Comonomer2 AETA_eta_FL,0.174813812,
CN(C)C,分子特性,Comonomer2 AETA_eta_L,0.25819889,
CN(C)C,分子特性,Comonomer2 AETA_eta_R,0.808012702,
CN(C)C,分子特性,Comonomer2 AETA_eta_RL,0.433012702,
CN(C)C,结构性质,Comonomer2 AMW,4.54411533,
CN(C)C,分子特性,Comonomer2 ETA_alpha,1.9,
CN(C)C,分子特性,Comonomer2 ETA_beta,2.25,
CN(C)C,分子特性,Comonomer2 ETA_beta_ns,0.0,
CN(C)C,分子特性,Comonomer2 ETA_beta_ns_d,0.0,
CN(C)C,分子特性,Comonomer2 ETA_beta_s,2.25,
CN(C)C,分子特性,Comonomer2 ETA_dAlpha_A,0.0,
CN(C)C,分子特性,Comonomer2 ETA_dAlpha_B,0.025,
CN(C)C,分子特性,Comonomer2 ETA_dBeta,-2.25,
CN(C)C,分子特性,Comonomer2 ETA_dEpsilon_A,0.03956044,
CN(C)C,分子特性,Comonomer2 ETA_dEpsilon_B,0.0,
CN(C)C,分子特性,Comonomer2 ETA_dEpsilon_C,-0.03956044,
CN(C)C,分子特性,Comonomer2 ETA_dEpsilon_D,0.0,
CN(C)C,分子特性,Comonomer2 ETA_dPsi_A,0.12025,
CN(C)C,分子特性,Comonomer2 ETA_dPsi_B,0.0,
CN(C)C,分子特性,Comonomer2 ETA_epsilon_1,0.453846154,
CN(C)C,分子特性,Comonomer2 ETA_epsilon_2,0.8,
CN(C)C,分子特性,Comonomer2 ETA_epsilon_3,0.414285714,
CN(C)C,分子特性,Comonomer2 ETA_epsilon_4,0.453846154,
CN(C)C,分子特性,Comonomer2 ETA_epsilon_5,0.8,
CN(C)C,分子特性,Comonomer2 ETA_eta,2.032795559,
CN(C)C,分子特性,Comonomer2 ETA_eta_B,0.182162755,
CN(C)C,分子特性,Comonomer2 ETA_eta_BR,0.182162755,
CN(C)C,分子特性,Comonomer2 ETA_eta_F,1.199255249,
CN(C)C,分子特性,Comonomer2 ETA_eta_FL,0.699255249,
CN(C)C,分子特性,Comonomer2 ETA_eta_L,1.032795559,
CN(C)C,分子特性,Comonomer2 ETA_eta_R,3.232050808,
CN(C)C,分子特性,Comonomer2 ETA_eta_RL,1.732050808,
CN(C)C,分子特性,Comonomer2 ETA_psi_1,0.59375,
CN(C)C,分子特性,Comonomer2 ETA_shape_p,0.789473684,
CN(C)C,分子特性,Comonomer2 ETA_shape_x,0.0,
CN(C)C,分子特性,Comonomer2 ETA_shape_y,0.210526316,
CN(C)C,分子特性,Comonomer2 Kier1,4.0,
CN(C)C,分子特性,Comonomer2 Kier2,1.333333333,
CN(C)C,结构性质,Comonomer2 MW,59.07349929,
CN(C)C,分子特性,Comonomer2 RotRatio,0.0,
CN(C)C,分子特性,Comonomer2 Vabc,71.44117522,
CN(C)C,分子特性,Comonomer2 apol,12.111137,
CN(C)C,分子特性,Comonomer2 bpol,10.738863,
CN(C)C,其他性质,Comonomer2 nAcid,0.0,
CN(C)C,分子特性,Comonomer2 nAtom,13.0,
CN(C)C,分子特性,Comonomer2 nB,0.0,
CN(C)C,分子特性,Comonomer2 nBase,1.0,
CN(C)C,分子特性,Comonomer2 nBr,0.0,
CN(C)C,其他性质,Comonomer2 nBridgehead,0.0,
CN(C)C,分子特性,Comonomer2 nC,3.0,
CN(C)C,分子特性,Comonomer2 nCl,0.0,
CN(C)C,分子特性,Comonomer2 nF,0.0,
CN(C)C,分子特性,Comonomer2 nH,9.0,
CN(C)C,分子特性,Comonomer2 nHBAcc,1.0,
CN(C)C,分子特性,Comonomer2 nHBDon,0.0,
CN(C)C,分子特性,Comonomer2 nHeavyAtom,4.0,
CN(C)C,分子特性,Comonomer2 nHetero,1.0,
CN(C)C,分子特性,Comonomer2 nI,0.0,
CN(C)C,分子特性,Comonomer2 nN,1.0,
CN(C)C,分子特性,Comonomer2 nO,0.0,
CN(C)C,分子特性,Comonomer2 nP,0.0,
CN(C)C,分子特性,Comonomer2 nRot,0.0,
CN(C)C,分子特性,Comonomer2 nS,0.0,
CN(C)C,分子特性,Comonomer2 nSpiro,0.0,
CN(C)C,分子特性,Comonomer2 nX,0.0,
CN(C)C,电导率性质,Conductivity,2.9700000000000004e-06,S/cm
CN(C)C,热学性质,Fixed T0,-84.0,°C
CN(C)C,分子特性,Li:functional group,0.0625,
CN(C)C,结构性质,Polymer Mn,162707.0,K
CN(C)C,结构性质,Polymer Mw,30.0,g/mol
CN(C)C,热学性质,Tg,-31.0,
CN(C)C,热学性质,Tg polymer without salt,-67.5,
CN(C)C,热学性质,Tm,49.0,
CN(C)C,其他性质,VFT Notes,35.0,
CN(C)C,电导率性质,VFT T0,-118.5,°C
CN(C)C,电导率性质,VFT activation energy,2789.0,eV
CN(C)C,电导率性质,VFT activation energy with fixed T0,1465.0,eV
CN(C)C,电导率性质,VFT prefactor ),132.0,S/cm
CN(C)C,电导率性质,VFT prefactor with set T0,3.3,S/cm
CN(C)C,分子特性,anion AETA_alpha,0.403214286,
CN(C)C,结构性质,anion AMW,18.640130565,
CN(C)C,分子特性,anion ETA_alpha,3.19047619,
CN(C)C,结构性质,anion MW,148.9525731,
CN(C)C,分子特性,anion RotRatio,0.0,
CN(C)C,分子特性,anion Vabc,87.61659689,
CN(C)C,分子特性,anion apol,8.647,
CN(C)C,分子特性,anion bpol,10.863,
CN(C)C,其他性质,anion nAcid,1.0,
CN(C)C,分子特性,anion nAtom,8.0,
CN(C)C,分子特性,anion nB,0.0,
CN(C)C,分子特性,anion nBase,0.0,
CN(C)C,分子特性,anion nBr,0.0,
CN(C)C,其他性质,anion nBridgehead,0.0,
CN(C)C,分子特性,anion nC,1.0,
CN(C)C,分子特性,anion nCl,0.0,
CN(C)C,分子特性,anion nF,3.0,
CN(C)C,分子特性,anion nH,0.0,
CN(C)C,分子特性,anion nHBAcc,3.5,
CN(C)C,分子特性,anion nHBDon,0.0,
CN(C)C,分子特性,anion nHeavyAtom,8.0,
CN(C)C,分子特性,anion nHetero,7.0,
CN(C)C,分子特性,anion nI,0.0,
CN(C)C,分子特性,anion nN,0.0,
CN(C)C,分子特性,anion nO,3.5,
CN(C)C,分子特性,anion nP,0.0,
CN(C)C,分子特性,anion nRot,0.0,
CN(C)C,分子特性,anion nS,1.0,
CN(C)C,分子特性,anion nSpiro,0.0,
CN(C)C,分子特性,anion nX,3.0,
CN(C)C,其他性质,drying temp,65.0,
CN(C)C,其他性质,drying time,48.0,h
CN(C)C,力学性质,viscosity,5296.566778,Pa·s
CN(C)CCC#N,电导率性质,Arrhenius Ea,1.0,eV
CN(C)CCC#N,电导率性质,Arrhenius prefactor,68000000000.0,S/cm
CN(C)CCC#N,分子特性,Average functional group per monomer,1.0,
CN(C)CCC#N,分子特性,Comonomer percentage,100.0,%
CN(C)CCC#N,分子特性,Comonomer1 AETA_alpha,0.471428571,
CN(C)CCC#N,分子特性,Comonomer1 AETA_beta,1.0,
CN(C)CCC#N,分子特性,Comonomer1 AETA_beta_ns,0.428571429,
CN(C)CCC#N,分子特性,Comonomer1 AETA_beta_ns_d,0.0,
CN(C)CCC#N,分子特性,Comonomer1 AETA_beta_s,0.571428571,
CN(C)CCC#N,分子特性,Comonomer1 AETA_dBeta,-0.142857143,
CN(C)CCC#N,分子特性,Comonomer1 AETA_eta,0.537541063,
CN(C)CCC#N,分子特性,Comonomer1 AETA_eta_B,0.020593993,
CN(C)CCC#N,分子特性,Comonomer1 AETA_eta_BR,0.020593993,
CN(C)CCC#N,分子特性,Comonomer1 AETA_eta_F,0.466161856,
CN(C)CCC#N,分子特性,Comonomer1 AETA_eta_FL,0.216155278,
CN(C)CCC#N,分子特性,Comonomer1 AETA_eta_L,0.250995524,
CN(C)CCC#N,分子特性,Comonomer1 AETA_eta_R,1.003702919,
